year,hud_name,code,total_units,pct_occupied,zip,address
2019,LINCOLN,NY005000200,1281,98.0,10037,60 E 135th St
2019,MARCY,NY005000210,1706,99.0,11206,542 Marcy Ave
2019,WALD,NY005000230,1859,98.0,10009,30 Avenue D
2019,LESTER W. PATTERSON,NY005000240,1787,98.0,10451,281 E 143rd St
2019,GOWANUS,NY005000250,1134,99.0,11217,417 Baltic St
2019,GOVERNOR SMITH,NY005000270,1931,99.0,10038,180 South St
2019,FARRAGUT,NY005000290,1389,98.0,11201,237 Nassau St
2019,WOODSIDE,NY005000330,1356,99.0,11377,5030 Broadway
2019,RALPH J. RANGEL,NY005000370,983,98.0,10039,159-44 Harlem River Dr
2019,ST NICHOLAS,NY005000380,1522,98.0,10027,230 W 129th St
2019,DYCKMAN,NY005000410,1167,99.0,10034,3716 10th Ave
2019,GLENWOOD,NY005000440,1187,99.0,11234,937 E 56th St
2019,GEN. CHARLES W. BERRY,NY005000520,1008,97.0,10306,1754 Richmond Rd
2019,POMONOK,NY005000530,2069,98.0,11367,6733 Kissena Blvd
2019,REDFERN,NY005000550,603,97.0,11691,1302 Redfern Ave
2019,BREUKELEN,NY005000560,1594,97.0,11236,757 E 103rd St
2019,EDENWALD,NY005000570,2033,99.0,10466,1151 E 229th St
2019,CARVER,NY005000580,1246,99.0,10029,65 E 99th St
2019,FOREST,NY005000590,2031,98.0,10456,750 E 163rd St
2019,VAN DYKE I,NY005000610,1598,98.0,11212,414 Sutter Ave
2019,BREVOORT,NY005000650,894,98.0,11233,1839 Fulton St
2019,COOPER PARK,NY005000690,699,99.0,11211,401 Morgan Ave
2019,SOUNDVIEW,NY005000710,1258,99.0,10473,1704 Seward Ave
2019,HOWARD,NY005000720,1812,99.0,11212,275 Livonia Ave
2019,MARINERS HARBOR,NY005000770,606,97.0,10303,20 Roxbury St
2019,HIGHBRIDGE GARDENS,NY005000780,699,99.0,10452,1075 University Ave
2019,RED HOOK II,NY005000790,1460,97.0,11231,82 Dwight St
2019,GENERAL GRANT,NY005000870,1940,98.0,10027,3170 Broadway
2019,JAMES MONROE,NY005000880,1101,99.0,10473,1785 Story Ave
2019,LOUIS HEATON PINK,NY005000890,1500,99.0,11208,1209 Loring Ave
2019,HERBERT H. LEHMAN VILLAGE,NY005001010,617,99.0,10029,80 E 110th St
2019,BUTLER,NY005001130,1476,99.0,10456,1348 Webster Ave
2019,JOHN ADAMS,NY005001180,925,98.0,10455,680 Tinton Ave
2019,MOTT HAVEN,NY005001210,992,98.0,10454,383 E 141st St Apt
2019,LAFAYETTE,NY005001220,880,99.0,11205,456 Dekalb Ave
2019,DE WITT CLINTON,NY005001230,748,98.0,10029,1760 Lexington Ave
2019,ROBERT FULTON,NY005001360,944,99.0,10011,418 W 17th St
2019,POLO GROUNDS TOWERS,NY005001490,1614,98.0,10039,2931 8th Ave
2019,BCH.41 ST/BCH. CHANNEL DR,NY005001650,712,98.0,11691,438 Beach 40th St
2019,WHITMAN,NY005005140,1631,98.0,11205,117 N Oxford Walk
2019,HARLEM RIVER,NY005010030,1261,97.0,10032,1945 Amsterdam Ave
2019,VLADECK,NY005010060,1762,98.0,10002,622 Water St
2019,SOUTH JAMAICA II,NY005010080,1038,97.0,11433,10616 159th St
2019,EAST RIVER,NY005010090,2072,96.0,10029,2029 2nd Ave
2019,KINGSBOROUGH,NY005010100,1336,96.0,11233,447 Kingsborough 4th Walk
2019,WEST BRIGHTON I & II,NY005010130,632,88.0,10310,820 Henderson Ave
2019,JACOB RIIS,NY005010180,1762,99.0,10009,1141 FDR Dr
2019,AMSTERDAM,NY005010220,1457,98.0,10019,530 W 55th St
2019,MELROSE,NY005010280,1242,99.0,10451,321 E 153rd St
2019,KING TOWERS,NY005010300,1409,99.0,10026,1370 5th Ave
2019,ALBANY I & II,NY005010310,1476,98.0,11213,1191 Park Pl
2019,BRONX RIVER & ADDITION,NY005010320,1552,97.0,10472,1350 Manor Ave
2019,EASTCHESTER GARDENS,NY005010340,1054,98.0,10461,3033 Middletown Rd
2019,SOUTH BEACH,NY005010350,697,99.0,10305,70 New Ln
2019,NOSTRAND,NY005010360,2201,98.0,11229,2263 Batchelder St
2019,PELHAM PARKWAY,NY005010390,1498,98.0,10467,2440 Boston Rd
2019,SEDGEWICK,NY005010450,931,99.0,10453,228 W Tremont Ave
2019,BELMONT SUTTER AREA,NY005010460,72,100.0,11207,455 Barbey St
2019,PARKSIDE,NY005010470,1611,98.0,10467,712 E Gun Hill Rd
2019,BARUCH,NY005010600,2391,98.0,10002,72 Columbia St Apt
2019,GEORGE WASHINGTON,NY005010620,1958,98.0,10029,110 E 99th St
2019,THROGGS NECK,NY005010630,1720,97.0,10465,560 Balcom Ave
2019,JEFFERSON,NY005010640,1725,97.0,10035,306 E 117th St
2019,JUSTICE SONIA SOTOMAYOR HOUSES,NY005010670,1723,98.0,10462,2125 Glebe Ave
2019,CYPRESS HILLS,NY005010700,1507,98.0,11208,1230 Sutter Ave
2019,SUMNER,NY005010730,1416,98.0,11206,303 Vernon Ave
2019,SEN. ROBERT F. WAGNER SR.,NY005010740,2154,98.0,10035,20 Paladino Ave
2019,HAMMEL,NY005010750,879,97.0,11692,7115 Beach Channel Dr
2019,LA GUARDIA,NY005010760,1491,99.0,10002,286 South St
2019,MANHATTANVILLE GROUP III,NY005010810,97,98.0,10027,529 W 133rd St
2019,FREDERICK DOUGLASS & ADD.,NY005010820,2349,99.0,10025,870 Columbus Ave
2019,MILL BROOK & EXTENSION,NY005010840,1377,98.0,10454,600 E 137th St
2019,HYLAN,NY005010860,209,98.0,11206,131 Moore St
2019,BAISLEY PARK,NY005010910,894,99.0,11433,9233 170th St
2019,E.R. MOORE,NY005010930,463,98.0,10455,525 Jackson Ave
2019,SEN. ROBERT A. TAFT,NY005010970,1562,98.0,10029,1365 5th Ave
2019,OCEAN BAY (BAYSIDE),NY005010980,418,96.0,11692,306 Beach 56th St
2019,SAMUEL GOMPERS,NY005011000,1504,98.0,10002,100 Pitt St
2019,GOUVERNEUR MORRIS I,NY005011020,1885,98.0,10456,1465 Washington Ave Apt
2019,PS 139 RENAISSANCE,NY005011110,125,97.0,10030,120 W 140th St
2019,RICHMOND TERRACE,NY005011170,866,97.0,10301,145 Cassidy Pl
2019,"W.S.U.R. SITES A, B & C",NY005011270,978,98.0,10025,201 W 93rd St
2019,TOMPKINS,NY005011310,1195,98.0,11206,760 Park Ave
2019,1010 E. 178TH ST.,NY005011330,218,97.0,10460,1010 E 178th St
2019,J.L. ELLIOT,NY005011340,685,98.0,10001,288 10th Ave
2019,ELEANOR ROOSEVELT I,NY005011350,1102,99.0,11206,109 Lewis Ave
2019,BOSTON-SECOR,NY005011380,538,98.0,10475,3555 Bivona St
2019,STANLEY ISAACS,NY005011390,1322,99.0,10128,405 E 92nd St
2019,DANIEL WEBSTER,NY005011410,811,98.0,10456,1260 Webster Ave Apt
2019,JOHN P. MITCHEL,NY005011450,1728,98.0,10454,225 Willis Ave
2019,NATHAN STRAUS,NY005011530,267,97.0,10016,224 E 28th St
2019,OCEAN HILL APTS,NY005011620,361,98.0,11233,33 Saratoga Ave
2019,WYCKOFF GARDENS,NY005011630,1027,97.0,11238,487 Carlton Ave Apt
2019,GERALD J.CAREY GARDENS,NY005011660,1254,98.0,11224,2946 W 23rd St
2019,WILLIAM REID APTS,NY005011670,801,96.0,11203,728 E New York Ave
2019,LANGSTON HUGHES APTS,NY005011680,1027,99.0,11212,393 Powell St
2019,SETH LOW,NY005011690,975,97.0,11212,157 Belmont Ave
2019,SURFSIDE GARDENS,NY005011700,1506,98.0,11224,2926 W 25th St
2019,GRAVESEND,NY005011720,1330,96.0,11224,2950 W 35th St
2019,LEWIS H. LATIMER GARDENS,NY005011860,918,99.0,11354,3425 Linden Pl Apt
2019,PENNSYLVANIA/WORTMAN AVES,NY005011940,624,99.0,11207,875 Pennsylvania Ave
2019,FT INDEPENDENCE/HEATH AVE,NY005012020,575,98.0,10463,3340 Bailey Ave
2019,FHA REPOSSESSED HOUSES V,NY005012090,199,60.0,11208,305 Atkins Ave
2019,LOUIS ARMSTRONG I,NY005012100,617,98.0,11216,385 Lexington Ave
2019,STUYVESANT GARDENS I,NY005012210,479,98.0,11221,150 Malcolm X Blvd
2019,TWIN PARKS WEST SITES 1&2,NY005012270,458,98.0,10457,2111 Lafontaine Ave
2019,TAYLOR ST/WYTHE AVE,NY005012340,525,99.0,11249,626 Wythe Pl
2019,U.P.A.C.A. URA (SITE 5),NY005012410,705,98.0,10035,110 E 129th St Apt
2019,BORINQUEN PLAZA STAGE I,NY005012430,934,98.0,11206,60 Moore St
2019,MARCUS GARVEY (GROUP A),NY005012520,520,98.0,11212,10 Amboy St
2019,PEDRO A. CAMPOS PLAZA II,NY005012570,224,99.0,10009,612 E 14th St
2019,UNITY PLAZA SITES 4-27,NY005012610,1015,98.0,11207,390 Georgia Ave
2019,ANDREW JACKSON,NY005012670,1711,98.0,10451,3135 Park Ave
2019,SACK-WERN HOUSES,NY005012800,812,98.0,10473,750 Croes Ave
2019,LOWER EAST SIDE II,NY005012920,475,99.0,10009,251 E 3rd St
2019,CLAREMONT GROUP IV,NY005013080,741,96.0,10456,1020 College Ave
2019,FT WASHINGTON AVE REHAB,NY005013090,593,99.0,10032,99 Fort Washington Ave
2019,TAFT REHAB 201-203 W. 117,NY005013170,341,86.0,10026,203 W 117th St
2019,UNIVERSITY AVE REHAB,NY005013410,414,99.0,10453,1925 University Ave
2019,UNION AVE/E 163RD SITE 5,NY005013420,912,98.0,10459,950 Union Ave
2019,HOWARD AVE/PARK PLACE,NY005013510,892,98.0,11233,2041 Pacific St Apt
2019,LOWER EAST SIDE III,NY005013590,182,98.0,10024,154 W 84th St
2019,WEST FARMS ROAD,NY005015300,830,97.0,10459,1317 W Farms Rd
2019,HIGHBRDGE REHAB/ANDERSON AVE,NY005015310,20,100.0,10459,1143 Longfellow Ave
2019,BOULEVARD,NY005020460,1017,93.0,11207,2156 Linden Blvd
2019,MARBLE HILL,NY005020490,1425,98.0,10463,5210 Broadway
2019,CASTLE HILL,NY005020800,1619,98.0,10473,535 Havemeyer Ave
2019,MANHATTANVILLE,NY005020810,1068,98.0,10027,1470 Amsterdam Ave
2019,MARLBORO,NY005020830,1413,99.0,11223,29 Avenue W
2019,BUSHWICK,NY005020860,1011,99.0,11206,869 Flushing Ave
2019,BAY VIEW,NY005020920,1269,99.0,11236,5995 Shore Pkwy
2019,SAINT MARY'S PARK,NY005020930,797,99.0,10455,595 Trinity Ave
2019,LINDEN,NY005020950,1231,85.0,11207,215 Cozine Ave
2019,RUTGERS,NY005020990,619,99.0,10002,160 Madison St
2019,DREW HAMILTON,NY005021110,933,98.0,10030,200 W 143rd St
2019,STAPLETON,NY005021140,565,94.0,10304,27 Warren St
2019,WISE TOWERS,NY005021270,302,90.0,10024,136 W 91st St
2019,WILLIAMS PLAZA,NY005021280,482,91.0,11211,255 Havemeyer St Apt
2019,CHELSEA,NY005021340,357,99.0,10001,415 W 25th St
2019,INDEPENDENCE,NY005021400,608,82.0,11249,130 Clymer St Apt
2019,344 EAST 28TH ST,NY005021850,158,88.0,10016,344 E 28th St
2019,AMSTERDAM ADDITION,NY005021870,149,98.0,10023,240 W 65th St
2019,FREDERICK SAMUEL (CITY),NY005023770,559,97.0,10030,2441 A C Powell Blvd
2019,MISSING,NY005026001,147,,10026,234 W 114th St Apt 111
2019,MOXEY A RIGBY,NY023000001,100,,11520,25 Buffalo Ave
2019,REV. MADDEN SR. CTZ. APTS,NY023000002,150,98.0,11520,240 S Main St
2019,DR E MITCHELL MALLETTE,NY023000003,100,98.0,11520,100 N Main St
2019,NEWBRIDGE GARDENS,NY046000001,354,93.0,11575,2 Babylon Tpke Apt 1
2019,PARK GARDENS,NY046000003,106,98.0,11572,2900 Rockaway Ave Apt 1A
2019,INWOOD GARDENS,NY046000004,369,98.0,11096,82 Saint George Pl
2019,MEADOWBROOK GARDENS,NY046000005,104,97.0,11010,1170 Martha Pl Apt 1
2019,CHANNEL PARK HOMES,NY050001001,108,97.0,11561,500 Centre St
2019,SOL SCHER APTS,NY050002001,266,97.0,11561,225 W Park Ave
2019,DALY and KENNEDY HGTS HOME,NY069000001,209,91.0,11542,8 Mason Dr
2019,TOTTEN TOWERS,NY085000001,105,95.0,11550,20 Totten St
2019,GEN D MACARTHUR SR,NY085000002,176,95.0,11550,260 Clinton St
2019,ROCKVILLE MANOR,NY100000001,50,98.0,11570,579 Merrick Rd
2019,GREAT NECK SNR CZNS HSG,NY144000001,75,100.0,11023,700 Middle Neck Rd
2020,WILLIAMSBURG,NY005000020,1621,95.0,11206,125 Ten Eyck St
2020,RED HOOK I (EAST),NY005000040,1405,98.0,11231,624 Clinton St
2020,INGERSOLL,NY005000140,1711,98.0,11205,46 Saint Edwards St
2020,BROWNSVILLE,NY005000160,1324,98.0,11212,275 Blake Ave
2020,J.W. JOHNSON,NY005000170,1297,99.0,10029,1829 Lexington Ave
2020,LINCOLN,NY005000200,1282,98.0,10037,60 E 135th St
2020,MARCY,NY005000210,1706,99.0,11206,542 Marcy Ave
2020,WALD,NY005000230,1861,99.0,10009,30 Avenue D
2020,LESTER W. PATTERSON,NY005000240,1788,98.0,10451,281 E 143rd St
2020,GOWANUS,NY005000250,1134,99.0,11217,417 Baltic St
2020,GOVERNOR SMITH,NY005000270,1934,99.0,10038,20 Catherine St
2020,FARRAGUT,NY005000290,1389,99.0,11201,237 Nassau St
2020,WOODSIDE,NY005000330,1356,99.0,11377,5030 Broadway
2020,RALPH J. RANGEL,NY005000370,983,99.0,10039,159-44 Harlem River Dr
2020,ST NICHOLAS,NY005000380,1522,98.0,10027,230 W 129th St
2020,DYCKMAN,NY005000410,1167,98.0,10034,3716 10th Ave
2020,GLENWOOD,NY005000440,1187,98.0,11234,937 E 56th St
2020,GEN. CHARLES W. BERRY,NY005000520,1008,99.0,10306,1754 Richmond Rd
2020,POMONOK,NY005000530,2070,99.0,11365,7040 Parsons Blvd
2020,REDFERN,NY005000550,603,98.0,11691,1302 Redfern Ave
2020,BREUKELEN,NY005000560,1594,98.0,11236,757 E 103rd St
2020,EDENWALD,NY005000570,2033,98.0,10466,1151 E 229th St
2020,CARVER,NY005000580,1246,99.0,10029,65 E 99th St
2020,FOREST,NY005000590,2031,98.0,10456,750 E 163rd St
2020,VAN DYKE I,NY005000610,1599,98.0,11212,414 Sutter Ave
2020,BREVOORT,NY005000650,894,99.0,11233,1839 Fulton St
2020,COOPER PARK,NY005000690,699,99.0,11211,401 Morgan Ave
2020,SOUNDVIEW,NY005000710,1258,99.0,10473,1704 Seward Ave
2020,HOWARD,NY005000720,1812,98.0,11212,275 Livonia Ave
2020,MARINERS HARBOR,NY005000770,606,95.0,10303,20 Roxbury St
2020,HIGHBRIDGE GARDENS,NY005000780,699,98.0,10452,1075 University Ave
2020,RED HOOK II,NY005000790,1464,96.0,11231,82 Dwight St
2020,GENERAL GRANT,NY005000870,1940,99.0,10027,3170 Broadway
2020,JAMES MONROE,NY005000880,1101,99.0,10473,1785 Story Ave
2020,LOUIS HEATON PINK,NY005000890,1500,99.0,11208,1209 Loring Ave
2020,HERBERT H. LEHMAN VILLAGE,NY005001010,617,99.0,10029,80 E 110th St
2020,BUTLER,NY005001130,1476,99.0,10456,1348 Webster Ave
2020,JOHN ADAMS,NY005001180,925,99.0,10455,680 Tinton Ave
2020,MOTT HAVEN,NY005001210,992,98.0,10454,383 E 141st St Apt
2020,LAFAYETTE,NY005001220,880,98.0,11205,456 Dekalb Ave
2020,DE WITT CLINTON,NY005001230,748,97.0,10029,1760 Lexington Ave
2020,ROBERT FULTON,NY005001360,944,100.0,10011,418 W 17th St
2020,POLO GROUNDS TOWERS,NY005001490,1614,98.0,10039,2931 8th Ave
2020,BCH.41 ST/BCH. CHANNEL DR,NY005001650,712,97.0,11691,438 Beach 40th St
2020,WHITMAN,NY005005140,1636,98.0,11205,81 N Portland Ave
2020,PSS Grandparent Family Apartments,NY005005600,50,84.0,10459,951 Prospect Ave
2020,HARLEM RIVER,NY005010030,1261,96.0,10032,1945 Amsterdam Ave
2020,VLADECK,NY005010060,1762,98.0,10002,622 Water St
2020,SOUTH JAMAICA II,NY005010080,1040,97.0,11433,10616 159th St
2020,EAST RIVER,NY005010090,2072,96.0,10029,2029 2nd Ave
2020,KINGSBOROUGH,NY005010100,1342,98.0,11233,447 Kingsborough 4th Walk
2020,WEST BRIGHTON I & II,NY005010130,632,88.0,10310,820 Henderson Ave
2020,JACOB RIIS,NY005010180,1764,99.0,10009,1141 FDR Dr
2020,AMSTERDAM,NY005010220,1459,98.0,10019,530 W 55th St
2020,MELROSE,NY005010280,1242,98.0,10451,321 E 153rd St
2020,KING TOWERS,NY005010300,1374,98.0,10026,1370 5th Ave
2020,ALBANY I & II,NY005010310,1221,97.0,11213,1191 Park Pl
2020,BRONX RIVER & ADDITION,NY005010320,1552,98.0,10472,1350 Manor Ave
2020,EASTCHESTER GARDENS,NY005010340,1054,99.0,10461,3033 Middletown Rd
2020,SOUTH BEACH,NY005010350,697,98.0,10305,70 New Ln
2020,NOSTRAND,NY005010360,2202,98.0,11229,2263 Batchelder St
2020,PELHAM PARKWAY,NY005010390,1498,99.0,10467,2440 Boston Rd
2020,SEDGEWICK,NY005010450,931,98.0,10453,228 W Tremont Ave
2020,BELMONT SUTTER AREA,NY005010460,72,99.0,11207,455 Barbey St
2020,PARKSIDE,NY005010470,1611,98.0,10467,712 E Gun Hill Rd
2020,BARUCH,NY005010600,2391,97.0,10002,72 Columbia St Apt
2020,GEORGE WASHINGTON,NY005010620,1960,98.0,10029,110 E 99th St
2020,THROGGS NECK,NY005010630,1720,97.0,10465,560 Balcom Ave
2020,JEFFERSON,NY005010640,1659,97.0,10035,306 E 117th St
2020,JUSTICE SONIA SOTOMAYOR HOUSES,NY005010670,1723,98.0,10462,2125 Glebe Ave
2020,CYPRESS HILLS,NY005010700,1507,98.0,11208,1230 Sutter Ave
2020,SUMNER,NY005010730,1416,98.0,11206,303 Vernon Ave
2020,SEN. ROBERT F. WAGNER SR.,NY005010740,2154,99.0,10035,20 Paladino Ave
2020,HAMMEL,NY005010750,879,97.0,11692,7115 Beach Channel Dr
2020,LA GUARDIA,NY005010760,1491,99.0,10002,286 South St
2020,FREDERICK DOUGLASS & ADD.,NY005010820,2350,99.0,10025,870 Columbus Ave
2020,MILL BROOK & EXTENSION,NY005010840,1377,97.0,10454,600 E 137th St
2020,HYLAN,NY005010860,209,99.0,11206,131 Moore St
2020,BAISLEY PARK,NY005010910,894,99.0,11433,9233 170th St
2020,E.R. MOORE,NY005010930,463,98.0,10455,525 Jackson Ave
2020,SEN. ROBERT A. TAFT,NY005010970,1562,98.0,10029,1365 5th Ave
2020,OCEAN BAY (BAYSIDE),NY005010980,418,98.0,11692,306 Beach 56th St
2020,SAMUEL GOMPERS,NY005011000,1505,99.0,10002,100 Pitt St
2020,GOUVERNEUR MORRIS I,NY005011020,1885,99.0,10456,1465 Washington Ave Apt
2020,RICHMOND TERRACE,NY005011170,866,94.0,10301,145 Cassidy Pl
2020,"W.S.U.R. SITES A, B & C",NY005011270,978,98.0,10025,201 W 93rd St
2020,TOMPKINS,NY005011310,1045,98.0,11206,760 Park Ave
2020,1010 E. 178TH ST.,NY005011330,218,100.0,10460,1010 E 178th St
2020,J.L. ELLIOT,NY005011340,685,99.0,10001,288 10th Ave
2020,ELEANOR ROOSEVELT I,NY005011350,1102,99.0,11206,109 Lewis Ave
2020,BOSTON-SECOR,NY005011380,538,99.0,10475,3555 Bivona St
2020,STANLEY ISAACS,NY005011390,1322,99.0,10128,405 E 92nd St
2020,DANIEL WEBSTER,NY005011410,812,98.0,10456,1260 Webster Ave Apt
2020,JOHN P. MITCHEL,NY005011450,1730,98.0,10454,225 Willis Ave
2020,NATHAN STRAUS,NY005011530,267,99.0,10016,224 E 28th St
2020,OCEAN HILL APTS,NY005011620,361,99.0,11233,33 Saratoga Ave
2020,WYCKOFF GARDENS,NY005011630,827,99.0,11238,487 Carlton Ave Apt
2020,GERALD J.CAREY GARDENS,NY005011660,1254,98.0,11224,2946 W 23rd St
2020,WILLIAM REID APTS,NY005011670,801,97.0,11203,728 E New York Ave
2020,LANGSTON HUGHES APTS,NY005011680,1027,98.0,11212,393 Powell St
2020,SETH LOW,NY005011690,975,98.0,11212,157 Belmont Ave
2020,SURFSIDE GARDENS,NY005011700,1506,98.0,11224,2926 W 25th St
2020,GRAVESEND,NY005011720,1330,95.0,11224,2950 W 35th St
2020,LEWIS H. LATIMER GARDENS,NY005011860,918,99.0,11354,3425 Linden Pl Apt
2020,PENNSYLVANIA/WORTMAN AVES,NY005011940,624,99.0,11207,875 Pennsylvania Ave
2020,FT INDEPENDENCE/HEATH AVE,NY005012020,575,99.0,10463,3340 Bailey Ave
2020,FHA REPOSSESSED HOUSES V,NY005012090,199,59.0,11208,305 Atkins Ave
2020,STUYVESANT GARDENS I,NY005012210,479,97.0,11221,150 Malcolm X Blvd
2020,TWIN PARKS WEST SITES 1&2,NY005012270,458,98.0,10457,2111 Lafontaine Ave
2020,TAYLOR ST/WYTHE AVE,NY005012340,525,99.0,11249,626 Wythe Pl
2020,U.P.A.C.A. URA (SITE 5),NY005012410,615,99.0,10035,110 E 129th St Apt
2020,BORINQUEN PLAZA STAGE I,NY005012430,934,97.0,11206,60 Moore St
2020,MARCUS GARVEY (GROUP A),NY005012520,520,97.0,11212,10 Amboy St
2020,PEDRO A. CAMPOS PLAZA II,NY005012570,224,100.0,10009,612 E 14th St
2020,UNITY PLAZA SITES 4-27,NY005012610,1015,97.0,11207,390 Georgia Ave
2020,ANDREW JACKSON,NY005012670,1711,98.0,10451,3135 Park Ave
2020,SACK-WERN HOUSES,NY005012800,812,99.0,10473,750 Croes Ave
2020,LOWER EAST SIDE II,NY005012920,476,98.0,10009,251 E 3rd St
2020,CLAREMONT GROUP IV,NY005013080,741,95.0,10456,1020 College Ave
2020,FT WASHINGTON AVE REHAB,NY005013090,593,,10032,99 Fort Washington Ave
2020,TAFT REHAB 201-203 W. 117,NY005013170,341,79.0,10026,203 W 117th St
2020,UNIVERSITY AVE REHAB,NY005013410,414,99.0,10453,1925 University Ave
2020,UNION AVE/E 163RD SITE 5,NY005013420,912,98.0,10459,950 Union Ave
2020,HOWARD AVE/PARK PLACE,NY005013510,892,98.0,11233,2041 Pacific St Apt
2020,LOWER EAST SIDE III,NY005013590,104,100.0,10024,154 W 84th St
2020,WEST FARMS ROAD,NY005015300,830,97.0,10459,1317 W Farms Rd
2020,HIGHBRDGE REHAB/ANDERSON AVE,NY005015310,20,100.0,10459,1143 Longfellow Ave
2020,BOULEVARD,NY005020460,1017,90.0,11207,2156 Linden Blvd
2020,MARBLE HILL,NY005020490,1425,99.0,10463,5210 Broadway
2020,CASTLE HILL,NY005020800,1619,98.0,10473,535 Havemeyer Ave
2020,MANHATTANVILLE,NY005020810,1068,98.0,10027,1470 Amsterdam Ave
2020,MARLBORO,NY005020830,1413,98.0,11223,29 Avenue W
2020,BUSHWICK,NY005020860,1011,98.0,11206,869 Flushing Ave
2020,BAY VIEW,NY005020920,1269,99.0,11236,5995 Shore Pkwy
2020,SAINT MARY'S PARK,NY005020930,797,98.0,10455,595 Trinity Ave
2020,LINDEN,NY005020950,1231,83.0,11207,215 Cozine Ave
2020,RUTGERS,NY005020990,619,99.0,10002,160 Madison St
2020,DREW HAMILTON,NY005021110,933,98.0,10030,200 W 143rd St
2020,STAPLETON,NY005021140,565,95.0,10304,27 Warren St
2020,WISE TOWERS,NY005021270,302,,10024,136 W 91st St
2020,CHELSEA,NY005021340,357,99.0,10001,415 W 25th St
2020,344 EAST 28TH ST,NY005021850,158,,10016,344 E 28th St
2020,AMSTERDAM ADDITION,NY005021870,149,99.0,10023,240 W 65th St
2020,FREDERICK SAMUEL (CITY),NY005023770,559,97.0,10030,2441 A C Powell Blvd
2020,PROSPECT PLAZA PHASE I,NY005025000,38,100.0,11233,1765 Prospect Pl
2020,PROSPECT PLAZA PHASE II,NY005025001,42,100.0,11233,396 Saratoga Ave
2020,MISSING,NY005026001,147,100.0,10026,234 W 114th St Apt 111
2020,REV. MADDEN SR. CTZ. APTS,NY023000002,150,99.0,11520,240 S Main St
2020,DR E MITCHELL MALLETTE,NY023000003,100,99.0,11520,100 N Main St
2020,NEWBRIDGE GARDENS,NY046000001,354,97.0,11575,2 Babylon Tpke Apt 1
2020,PARK GARDENS,NY046000003,106,96.0,11572,2900 Rockaway Ave Apt 1A
2020,INWOOD GARDENS,NY046000004,369,98.0,11096,82 Saint George Pl
2020,MEADOWBROOK GARDENS,NY046000005,104,97.0,11010,1170 Martha Pl Apt 1
2020,CHANNEL PARK HOMES,NY050001001,108,94.0,11561,500 Centre St
2020,SOL SCHER APTS,NY050002001,266,97.0,11561,225 W Park Ave
2020,DALY and KENNEDY HGTS HOME,NY069000001,209,91.0,11542,8 Mason Dr
2020,TOTTEN TOWERS,NY085000001,105,93.0,11550,20 Totten St
2020,GEN D MACARTHUR SR,NY085000002,176,94.0,11550,260 Clinton St
2020,ROCKVILLE MANOR,NY100000001,50,92.0,11570,579 Merrick Rd
2020,GREAT NECK SNR CZNS HSG,NY144000001,75,97.0,11023,700 Middle Neck Rd
2021,RED HOOK I (EAST),NY005000040,1405,96.0,11231,624 Clinton St
2021,INGERSOLL,NY005000140,1711,97.0,11205,46 Saint Edwards St
2021,BROWNSVILLE,NY005000160,1324,97.0,11212,275 Blake Ave
2021,J.W. JOHNSON,NY005000170,1297,98.0,10029,1829 Lexington Ave
2021,LINCOLN,NY005000200,1282,97.0,10037,60 E 135th St
2021,MARCY,NY005000210,1706,99.0,11206,542 Marcy Ave
2021,WALD,NY005000230,1861,98.0,10009,30 Avenue D
2021,LESTER W. PATTERSON,NY005000240,1788,98.0,10451,281 E 143rd St
2021,GOWANUS,NY005000250,1134,98.0,11217,417 Baltic St
2021,GOVERNOR SMITH,NY005000270,1934,99.0,10038,20 Catherine St
2021,FARRAGUT,NY005000290,1389,99.0,11201,237 Nassau St
2021,WOODSIDE,NY005000330,1356,99.0,11377,5030 Broadway
2021,RALPH J. RANGEL,NY005000370,983,98.0,10039,159-44 Harlem River Dr
2021,ST NICHOLAS,NY005000380,1522,97.0,10027,230 W 129th St
2021,DYCKMAN,NY005000410,1167,98.0,10034,3716 10th Ave
2021,GLENWOOD,NY005000440,1187,99.0,11234,937 E 56th St
2021,GEN. CHARLES W. BERRY,NY005000520,1008,97.0,10306,1754 Richmond Rd
2021,POMONOK,NY005000530,2070,99.0,11365,7040 Parsons Blvd
2021,REDFERN,NY005000550,603,97.0,11691,1302 Redfern Ave
2021,BREUKELEN,NY005000560,1594,98.0,11236,757 E 103rd St
2021,EDENWALD,NY005000570,2034,98.0,10466,1151 E 229th St
2021,CARVER,NY005000580,1246,99.0,10029,65 E 99th St
2021,FOREST,NY005000590,2031,97.0,10456,750 E 163rd St
2021,VAN DYKE I,NY005000610,1599,98.0,11212,414 Sutter Ave
2021,BREVOORT,NY005000650,894,98.0,11233,1865 Fulton St
2021,COOPER PARK,NY005000690,699,98.0,11211,401 Morgan Ave
2021,SOUNDVIEW,NY005000710,1258,98.0,10473,1704 Seward Ave
2021,HOWARD,NY005000720,1812,98.0,11212,275 Livonia Ave
2021,MARINERS HARBOR,NY005000770,606,97.0,10303,20 Roxbury St
2021,HIGHBRIDGE GARDENS,NY005000780,699,98.0,10452,1075 University Ave
2021,RED HOOK II,NY005000790,1464,95.0,11231,82 Dwight St
2021,GENERAL GRANT,NY005000870,1940,99.0,10027,3170 Broadway
2021,JAMES MONROE,NY005000880,1101,97.0,10473,1785 Story Ave
