year,hud_name,code,total_units,pct_occupied,zip,address
2017,INGERSOLL,NY005000140,1803,94.0,11205,25 Monument Walk
2017,BROWNSVILLE,NY005000160,1322,99.0,11212,275 Blake Ave
2017,J.W. JOHNSON,NY005000170,1297,99.0,10029,1829 Lexington Ave
2017,LINCOLN,NY005000200,1281,100.0,10037,60 E 135th St
2017,MARCY,NY005000210,1706,100.0,11206,542 Marcy Ave
2017,WALD,NY005000230,1859,99.0,10009,30 Avenue D
2017,LESTER W. PATTERSON,NY005000240,1787,99.0,10451,281 E 143rd St
2017,GOWANUS,NY005000250,1134,99.0,11217,417 Baltic St
2017,GOVERNOR SMITH,NY005000270,1931,99.0,10038,180 South St
2017,FARRAGUT,NY005000290,1389,99.0,11201,237 Nassau St
2017,WOODSIDE,NY005000330,1356,99.0,11377,5030 Broadway
2017,RALPH J. RANGEL,NY005000370,983,99.0,10039,159-44 Harlem River Dr
2017,ST NICHOLAS,NY005000380,1522,99.0,10027,230 W 129th St
2017,DYCKMAN,NY005000410,1167,99.0,10034,3716 10th Ave
2017,GLENWOOD,NY005000440,1187,99.0,11234,937 E 56th St
2017,GEN. CHARLES W. BERRY,NY005000520,1008,99.0,10306,1754 Richmond Rd
2017,POMONOK,NY005000530,2069,100.0,11367,6733 Kissena Blvd
2017,REDFERN,NY005000550,603,95.0,11691,1302 Redfern Ave
2017,BREUKELEN,NY005000560,1594,99.0,11236,757 E 103rd St
2017,EDENWALD,NY005000570,2033,99.0,10466,1151 E 229th St
2017,CARVER,NY005000580,1246,99.0,10029,65 E 99th St
2017,FOREST,NY005000590,2031,100.0,10456,750 E 163rd St
2017,VAN DYKE I,NY005000610,1598,99.0,11212,414 Sutter Ave
2017,BREVOORT,NY005000650,894,99.0,11233,1839 Fulton St
2017,COOPER PARK,NY005000690,699,99.0,11211,401 Morgan Ave
2017,SOUNDVIEW,NY005000710,1258,99.0,10473,1704 Seward Ave
2017,HOWARD,NY005000720,1812,99.0,11212,275 Livonia Ave
2017,MARINERS HARBOR,NY005000770,606,99.0,10303,20 Roxbury St
2017,HIGHBRIDGE GARDENS,NY005000780,699,99.0,10452,1075 University Ave
2017,RED HOOK II,NY005000790,1460,99.0,11231,82 Dwight St
2017,GENERAL GRANT,NY005000870,1940,99.0,10027,3170 Broadway
2017,JAMES MONROE,NY005000880,1101,99.0,10473,1785 Story Ave
2017,LOUIS HEATON PINK,NY005000890,1500,99.0,11208,1209 Loring Ave
2017,HERBERT H. LEHMAN VILLAGE,NY005001010,617,100.0,10029,80 E 110th St
2017,BUTLER,NY005001130,1476,99.0,10456,1348 Webster Ave
2017,JOHN ADAMS,NY005001180,925,99.0,10455,680 Tinton Ave
2017,MOTT HAVEN,NY005001210,992,99.0,10454,383 E 141st St Apt
2017,LAFAYETTE,NY005001220,880,99.0,11205,456 Dekalb Ave
2017,DE WITT CLINTON,NY005001230,748,98.0,10029,1760 Lexington Ave
2017,ROBERT FULTON,NY005001360,944,99.0,10011,418 W 17th St
2017,POLO GROUNDS TOWERS,NY005001490,1614,98.0,10039,2931 8th Ave
2017,BCH.41 ST/BCH. CHANNEL DR,NY005001650,712,99.0,11691,438 Beach 40th St
2017,FOREST HILLS CO-OP,NY005002000,430,99.0,11375,10853 62nd Dr
2017,WHITMAN,NY005005140,1631,99.0,11205,117 N Oxford Walk
2017,PSS Grandparent Family Apartments,NY005005600,50,,10459,951 Prospect Ave
2017,HARLEM RIVER,NY005010030,1261,98.0,10032,1945 Amsterdam Ave
2017,VLADECK,NY005010060,1762,99.0,10002,622 Water St
2017,SOUTH JAMAICA II,NY005010080,1038,98.0,11433,10616 159th St
2017,EAST RIVER,NY005010090,2072,99.0,10029,2029 2nd Ave
2017,KINGSBOROUGH,NY005010100,1336,98.0,11233,447 Kingsborough 4th Walk
2017,WEST BRIGHTON I & II,NY005010130,632,90.0,10310,820 Henderson Ave
2017,JACOB RIIS,NY005010180,1762,99.0,10009,1141 FDR Dr
2017,AMSTERDAM,NY005010220,1457,99.0,10019,530 W 55th St
2017,MELROSE,NY005010280,1242,100.0,10451,321 E 153rd St
2017,KING TOWERS,NY005010300,1553,90.0,10026,1370 5th Ave
2017,ALBANY I & II,NY005010310,1476,99.0,11213,1191 Park Pl
2017,BRONX RIVER & ADDITION,NY005010320,1552,99.0,10472,1350 Manor Ave
2017,EASTCHESTER GARDENS,NY005010340,1054,99.0,10461,3033 Middletown Rd
2017,SOUTH BEACH,NY005010350,697,99.0,10305,70 New Ln
2017,NOSTRAND,NY005010360,2201,99.0,11229,2263 Batchelder St
2017,PELHAM PARKWAY,NY005010390,1498,99.0,10467,2440 Boston Rd
2017,SEDGEWICK,NY005010450,931,99.0,10453,228 W Tremont Ave
2017,BELMONT SUTTER AREA,NY005010460,72,99.0,11207,455 Barbey St
2017,PARKSIDE,NY005010470,1611,99.0,10467,712 E Gun Hill Rd
2017,BARUCH,NY005010600,2391,99.0,10002,72 Columbia St Apt
2017,GEORGE WASHINGTON,NY005010620,1958,99.0,10029,110 E 99th St
2017,THROGGS NECK,NY005010630,1720,99.0,10465,560 Balcom Ave
2017,JEFFERSON,NY005010640,1725,99.0,10035,306 E 117th St
2017,JUSTICE SONIA SOTOMAYOR HOUSES,NY005010670,1723,99.0,10462,2125 Glebe Ave
2017,CYPRESS HILLS,NY005010700,1507,99.0,11208,1230 Sutter Ave
2017,SUMNER,NY005010730,1416,99.0,11206,303 Vernon Ave
2017,SEN. ROBERT F. WAGNER SR.,NY005010740,2154,99.0,10035,20 Paladino Ave
2017,HAMMEL,NY005010750,879,98.0,11692,7115 Beach Channel Dr
2017,LA GUARDIA,NY005010760,1491,99.0,10002,286 South St
2017,MANHATTANVILLE GROUP III,NY005010810,97,99.0,10027,529 W 133rd St
2017,FREDERICK DOUGLASS & ADD.,NY005010820,2349,99.0,10025,870 Columbus Ave
2017,MILL BROOK & EXTENSION,NY005010840,1450,99.0,10454,600 E 137th St
2017,HYLAN,NY005010860,209,99.0,11206,131 Moore St
2017,BAISLEY PARK,NY005010910,894,99.0,11433,9233 170th St
2017,E.R. MOORE,NY005010930,463,99.0,10455,525 Jackson Ave
2017,SEN. ROBERT A. TAFT,NY005010970,1562,99.0,10029,1365 5th Ave
2017,OCEAN BAY (BAYSIDE),NY005010980,418,98.0,11692,306 Beach 56th St
2017,SAMUEL GOMPERS,NY005011000,1504,100.0,10002,100 Pitt St
2017,GOUVERNEUR MORRIS I,NY005011020,1885,99.0,10456,1465 Washington Ave Apt
2017,PS 139 RENAISSANCE,NY005011110,125,97.0,10030,120 W 140th St
2017,RICHMOND TERRACE,NY005011170,866,98.0,10301,145 Cassidy Pl
2017,"W.S.U.R. SITES A, B & C",NY005011270,978,99.0,10025,201 W 93rd St
2017,TOMPKINS,NY005011310,1195,99.0,11206,760 Park Ave
2017,1010 E. 178TH ST.,NY005011330,218,99.0,10460,1010 E 178th St
2017,J.L. ELLIOT,NY005011340,685,99.0,10001,288 10th Ave
2017,ELEANOR ROOSEVELT I,NY005011350,1102,100.0,11206,109 Lewis Ave
2017,BOSTON-SECOR,NY005011380,538,99.0,10475,3555 Bivona St
2017,STANLEY ISAACS,NY005011390,1322,99.0,10128,405 E 92nd St
2017,DANIEL WEBSTER,NY005011410,811,100.0,10456,1260 Webster Ave Apt
2017,JOHN P. MITCHEL,NY005011450,1825,99.0,10454,225 Willis Ave
2017,NATHAN STRAUS,NY005011530,267,100.0,10016,224 E 28th St
2017,OCEAN HILL APTS,NY005011620,361,99.0,11233,33 Saratoga Ave
2017,WYCKOFF GARDENS,NY005011630,1027,100.0,11238,487 Carlton Ave Apt
2017,GERALD J.CAREY GARDENS,NY005011660,1254,99.0,11224,2946 W 23rd St
2017,WILLIAM REID APTS,NY005011670,801,99.0,11203,728 E New York Ave
2017,LANGSTON HUGHES APTS,NY005011680,1027,99.0,11212,393 Powell St
2017,SETH LOW,NY005011690,975,99.0,11212,157 Belmont Ave
2017,SURFSIDE GARDENS,NY005011700,1506,99.0,11224,2926 W 25th St
2017,GRAVESEND,NY005011720,1330,98.0,11224,2950 W 35th St
2017,LEWIS H. LATIMER GARDENS,NY005011860,918,99.0,11354,3425 Linden Pl Apt
2017,PENNSYLVANIA/WORTMAN AVES,NY005011940,624,98.0,11207,875 Pennsylvania Ave
2017,FT INDEPENDENCE/HEATH AVE,NY005012020,575,100.0,10463,3340 Bailey Ave
2017,FHA REPOSSESSED HOUSES V,NY005012090,294,,11208,305 Atkins Ave
2017,LOUIS ARMSTRONG I,NY005012100,617,99.0,11216,385 Lexington Ave
2017,DR. RAMON E. BETANCES I,NY005012110,917,97.0,10454,400 Brook Ave
2017,STUYVESANT GARDENS I,NY005012210,479,99.0,11221,150 Malcolm X Blvd
2017,TWIN PARKS WEST SITES 1&2,NY005012270,769,98.0,10458,365 E 183rd St
2017,TAYLOR ST/WYTHE AVE,NY005012340,525,99.0,11249,626 Wythe Pl
2017,U.P.A.C.A. URA (SITE 5),NY005012410,705,98.0,10035,110 E 129th St Apt
2017,BORINQUEN PLAZA STAGE I,NY005012430,934,99.0,11206,60 Moore St
2017,HOPE GARDENS,NY005012470,1314,98.0,11221,330 Wilson Ave
2017,MARCUS GARVEY (GROUP A),NY005012520,520,99.0,11212,10 Amboy St
2017,PEDRO A. CAMPOS PLAZA II,NY005012570,224,99.0,10009,612 E 14th St
2017,UNITY PLAZA SITES 4-27,NY005012610,1015,99.0,11207,390 Georgia Ave
2017,ANDREW JACKSON,NY005012670,1711,98.0,10451,3135 Park Ave
2017,SACK-WERN HOUSES,NY005012800,811,99.0,10473,710 Croes Ave
2017,LOWER EAST SIDE II,NY005012920,475,99.0,10009,251 E 3rd St
2017,CLAREMONT GROUP IV,NY005013080,741,98.0,10456,1020 College Ave
2017,FT WASHINGTON AVE REHAB,NY005013090,593,99.0,10032,99 Fort Washington Ave
2017,TAFT REHAB 201-203 W. 117,NY005013170,341,86.0,10026,203 W 117th St
2017,UNIVERSITY AVE REHAB,NY005013410,414,99.0,10453,1925 University Ave
2017,UNION AVE/E 163RD SITE 5,NY005013420,912,98.0,10459,950 Union Ave
2017,HOWARD AVE/PARK PLACE,NY005013510,892,99.0,11233,2041 Pacific St Apt
2017,LOWER EAST SIDE III,NY005013590,182,98.0,10024,154 W 84th St
2017,WEST FARMS ROAD,NY005015300,830,96.0,10459,1317 W Farms Rd
2017,HIGHBRDGE REHAB/ANDERSON AVE,NY005015310,355,98.0,10452,1085 Anderson Ave
2017,BOULEVARD,NY005020460,1017,98.0,11207,2156 Linden Blvd
2017,MARBLE HILL,NY005020490,1470,96.0,10463,210 W 230th St
2017,CASTLE HILL,NY005020800,1708,94.0,10473,535 Havemeyer Ave
2017,MANHATTANVILLE,NY005020810,1082,97.0,10027,1430 Amsterdam Ave
2017,MARLBORO,NY005020830,1477,96.0,11223,29 Avenue W
2017,BUSHWICK,NY005020860,1038,97.0,11206,24 Humboldt St
2017,BAY VIEW,NY005020920,1303,97.0,11236,5995 Shore Pkwy
2017,SAINT MARY'S PARK,NY005020930,821,96.0,10455,550 Cauldwell Ave
2017,LINDEN,NY005020950,1231,91.0,11207,215 Cozine Ave
2017,RUTGERS,NY005020990,630,98.0,10002,160 Madison St
2017,DREW HAMILTON,NY005021110,972,95.0,10030,200 W 143rd St
2017,STAPLETON,NY005021140,599,93.0,10304,27 Warren St
2017,BAYCHESTER,NY005021260,291,52.0,10466,1870 Schieffelin Ave
2017,WISE TOWERS,NY005021270,302,98.0,10024,136 W 91st St
2017,WILLIAMS PLAZA,NY005021280,482,99.0,11211,255 Havemeyer St Apt
2017,MURPHY,NY005021330,165,76.0,10457,1805 Crotona Ave
2017,CHELSEA,NY005021340,367,96.0,10001,415 W 25th St
2017,INDEPENDENCE,NY005021400,608,99.0,11249,130 Clymer St Apt
2017,344 EAST 28TH ST,NY005021850,158,99.0,10016,344 E 28th St
2017,AMSTERDAM ADDITION,NY005021870,152,96.0,10023,240 W 65th St
2017,FREDERICK SAMUEL (CITY),NY005023770,576,96.0,10030,2441 A C Powell Blvd
2017,PROSPECT PLAZA PHASE I,NY005025000,38,100.0,11233,1765 Prospect Pl
2017,PROSPECT PLAZA PHASE II,NY005025001,42,98.0,11233,396 Saratoga Ave
2017,MISSING,NY005026001,147,100.0,10026,234 W 114th St Apt 111
2017,MOXEY A RIGBY,NY023000001,100,99.0,11520,25 Buffalo Ave
2017,REV. MADDEN SR. CTZ. APTS,NY023000002,150,99.0,11520,240 S Main St
2017,DR E MITCHELL MALLETTE,NY023000003,100,99.0,11520,100 N Main St
2017,GREEN ACRES,NY046000002,120,98.0,11581,400 Flower Rd Apt 1A
2017,PARK GARDENS,NY046000003,170,96.0,11575,2 Babylon Tpke Apt 1
2017,INWOOD GARDENS,NY046000004,95,96.0,11096,82 Saint George Pl
2017,MEADOWBROOK GARDENS,NY046000005,158,96.0,11510,1810 Grand Ave Apt 1A
2017,MILL RIVER GARDENS,NY046000006,106,96.0,11572,2900 Rockaway Ave Apt 1A
2017,WESTOVER GARDENS,NY046000008,130,98.0,11003,132 Elmont Rd
2017,DOGWOOD TERRACE,NY046000009,104,96.0,11010,1170 Martha Pl Apt 1
2017,SALISBURY GDNS,NY046000011,100,98.0,11590,460 Salisbury Park Dr Apt 1A
2017,CHANNEL PARK HOMES,NY050001001,108,99.0,11561,500 Centre St
2017,SOL SCHER APTS,NY050002001,266,97.0,11561,225 W Park Ave
2017,DALY and KENNEDY HGTS HOME,NY069000001,209,95.0,11542,8 Mason Dr
2017,TOTTEN TOWERS,NY085000001,105,93.0,11550,20 Totten St
2017,GEN D MACARTHUR SR,NY085000002,176,96.0,11550,260 Clinton St
2017,ROCKVILLE MANOR,NY100000001,50,98.0,11570,579 Merrick Rd
2017,GREAT NECK SNR CZNS HSG,NY144000001,75,100.0,11023,700 Middle Neck Rd
2018,WILLIAMSBURG,NY005000020,1620,98.0,11206,125 Ten Eyck St
2018,RED HOOK I (EAST),NY005000040,1405,97.0,11231,624 Clinton St
2018,INGERSOLL,NY005000140,1803,93.0,11205,25 Monument Walk
2018,BROWNSVILLE,NY005000160,1322,99.0,11212,275 Blake Ave
2018,J.W. JOHNSON,NY005000170,1297,99.0,10029,1829 Lexington Ave
2018,LINCOLN,NY005000200,1281,98.0,10037,60 E 135th St
2018,MARCY,NY005000210,1706,99.0,11206,542 Marcy Ave
2018,WALD,NY005000230,1859,99.0,10009,30 Avenue D
2018,LESTER W. PATTERSON,NY005000240,1787,99.0,10451,281 E 143rd St
2018,GOWANUS,NY005000250,1134,99.0,11217,417 Baltic St
2018,GOVERNOR SMITH,NY005000270,1931,99.0,10038,180 South St
2018,FARRAGUT,NY005000290,1389,100.0,11201,237 Nassau St
2018,WOODSIDE,NY005000330,1356,99.0,11377,5030 Broadway
2018,RALPH J. RANGEL,NY005000370,983,97.0,10039,159-44 Harlem River Dr
2018,ST NICHOLAS,NY005000380,1522,98.0,10027,230 W 129th St
2018,DYCKMAN,NY005000410,1167,99.0,10034,3716 10th Ave
2018,GLENWOOD,NY005000440,1187,99.0,11234,937 E 56th St
2018,GEN. CHARLES W. BERRY,NY005000520,1008,98.0,10306,1754 Richmond Rd
2018,POMONOK,NY005000530,2069,99.0,11367,6733 Kissena Blvd
2018,REDFERN,NY005000550,603,97.0,11691,1302 Redfern Ave
2018,BREUKELEN,NY005000560,1594,99.0,11236,757 E 103rd St
2018,EDENWALD,NY005000570,2033,99.0,10466,1151 E 229th St
2018,CARVER,NY005000580,1246,98.0,10029,65 E 99th St
2018,FOREST,NY005000590,2031,99.0,10456,750 E 163rd St
2018,VAN DYKE I,NY005000610,1598,99.0,11212,414 Sutter Ave
2018,BREVOORT,NY005000650,894,99.0,11233,1839 Fulton St
2018,COOPER PARK,NY005000690,699,99.0,11211,401 Morgan Ave
2018,SOUNDVIEW,NY005000710,1258,99.0,10473,1704 Seward Ave
2018,HOWARD,NY005000720,1812,98.0,11212,275 Livonia Ave
2018,MARINERS HARBOR,NY005000770,606,99.0,10303,20 Roxbury St
2018,HIGHBRIDGE GARDENS,NY005000780,699,98.0,10452,1075 University Ave
2018,RED HOOK II,NY005000790,1460,98.0,11231,82 Dwight St
2018,GENERAL GRANT,NY005000870,1940,98.0,10027,3170 Broadway
2018,JAMES MONROE,NY005000880,1101,99.0,10473,1785 Story Ave
2018,LOUIS HEATON PINK,NY005000890,1500,99.0,11208,1209 Loring Ave
2018,HERBERT H. LEHMAN VILLAGE,NY005001010,617,100.0,10029,80 E 110th St
2018,BUTLER,NY005001130,1476,99.0,10456,1348 Webster Ave
2018,JOHN ADAMS,NY005001180,925,100.0,10455,680 Tinton Ave
2018,MOTT HAVEN,NY005001210,992,99.0,10454,383 E 141st St Apt
2018,LAFAYETTE,NY005001220,880,100.0,11205,456 Dekalb Ave
2018,DE WITT CLINTON,NY005001230,748,98.0,10029,1760 Lexington Ave
2018,ROBERT FULTON,NY005001360,944,99.0,10011,418 W 17th St
2018,POLO GROUNDS TOWERS,NY005001490,1614,98.0,10039,2931 8th Ave
2018,BCH.41 ST/BCH. CHANNEL DR,NY005001650,712,97.0,11691,438 Beach 40th St
2018,WHITMAN,NY005005140,1631,99.0,11205,117 N Oxford Walk
2018,HARLEM RIVER,NY005010030,1261,98.0,10032,1945 Amsterdam Ave
2018,VLADECK,NY005010060,1762,99.0,10002,622 Water St
2018,SOUTH JAMAICA II,NY005010080,1038,97.0,11433,10616 159th St
2018,EAST RIVER,NY005010090,2072,98.0,10029,2029 2nd Ave
2018,KINGSBOROUGH,NY005010100,1336,97.0,11233,447 Kingsborough 4th Walk
2018,WEST BRIGHTON I & II,NY005010130,632,89.0,10310,820 Henderson Ave
2018,JACOB RIIS,NY005010180,1762,98.0,10009,1141 FDR Dr
2018,AMSTERDAM,NY005010220,1457,99.0,10019,530 W 55th St
2018,MELROSE,NY005010280,1242,99.0,10451,321 E 153rd St
2018,KING TOWERS,NY005010300,1417,98.0,10026,1370 5th Ave
2018,ALBANY I & II,NY005010310,1476,99.0,11213,1191 Park Pl
2018,BRONX RIVER & ADDITION,NY005010320,1552,99.0,10472,1350 Manor Ave
2018,EASTCHESTER GARDENS,NY005010340,1054,99.0,10461,3033 Middletown Rd
2018,SOUTH BEACH,NY005010350,697,99.0,10305,70 New Ln
2018,NOSTRAND,NY005010360,2201,99.0,11229,2263 Batchelder St
2018,PELHAM PARKWAY,NY005010390,1498,98.0,10467,2440 Boston Rd
2018,SEDGEWICK,NY005010450,931,99.0,10453,228 W Tremont Ave
2018,BELMONT SUTTER AREA,NY005010460,72,100.0,11207,455 Barbey St
2018,PARKSIDE,NY005010470,1611,99.0,10467,712 E Gun Hill Rd
2018,BARUCH,NY005010600,2391,99.0,10002,72 Columbia St Apt
2018,GEORGE WASHINGTON,NY005010620,1958,99.0,10029,110 E 99th St
2018,THROGGS NECK,NY005010630,1720,98.0,10465,560 Balcom Ave
2018,JEFFERSON,NY005010640,1725,99.0,10035,306 E 117th St
2018,JUSTICE SONIA SOTOMAYOR HOUSES,NY005010670,1723,99.0,10462,2125 Glebe Ave
2018,CYPRESS HILLS,NY005010700,1507,99.0,11208,1230 Sutter Ave
2018,SUMNER,NY005010730,1416,99.0,11206,303 Vernon Ave
2018,SEN. ROBERT F. WAGNER SR.,NY005010740,2154,99.0,10035,20 Paladino Ave
2018,HAMMEL,NY005010750,879,99.0,11692,7115 Beach Channel Dr
2018,LA GUARDIA,NY005010760,1491,99.0,10002,286 South St
2018,MANHATTANVILLE GROUP III,NY005010810,97,99.0,10027,529 W 133rd St
2018,FREDERICK DOUGLASS & ADD.,NY005010820,2349,99.0,10025,870 Columbus Ave
2018,MILL BROOK & EXTENSION,NY005010840,1399,97.0,10454,600 E 137th St
2018,HYLAN,NY005010860,209,99.0,11206,131 Moore St
2018,BAISLEY PARK,NY005010910,894,99.0,11433,9233 170th St
2018,E.R. MOORE,NY005010930,463,99.0,10455,525 Jackson Ave
2018,SEN. ROBERT A. TAFT,NY005010970,1562,99.0,10029,1365 5th Ave
2018,OCEAN BAY (BAYSIDE),NY005010980,418,98.0,11692,306 Beach 56th St
2018,SAMUEL GOMPERS,NY005011000,1504,98.0,10002,100 Pitt St
2018,GOUVERNEUR MORRIS I,NY005011020,1885,99.0,10456,1465 Washington Ave Apt
2018,PS 139 RENAISSANCE,NY005011110,125,98.0,10030,120 W 140th St
2018,RICHMOND TERRACE,NY005011170,866,97.0,10301,145 Cassidy Pl
2018,"W.S.U.R. SITES A, B & C",NY005011270,978,98.0,10025,201 W 93rd St
2018,TOMPKINS,NY005011310,1195,99.0,11206,760 Park Ave
2018,1010 E. 178TH ST.,NY005011330,218,98.0,10460,1010 E 178th St
2018,J.L. ELLIOT,NY005011340,685,99.0,10001,288 10th Ave
2018,ELEANOR ROOSEVELT I,NY005011350,1102,99.0,11206,109 Lewis Ave
2018,BOSTON-SECOR,NY005011380,538,99.0,10475,3555 Bivona St
2018,STANLEY ISAACS,NY005011390,1322,99.0,10128,405 E 92nd St
2018,DANIEL WEBSTER,NY005011410,811,99.0,10456,1260 Webster Ave Apt
2018,JOHN P. MITCHEL,NY005011450,1728,98.0,10454,225 Willis Ave
2018,NATHAN STRAUS,NY005011530,267,99.0,10016,224 E 28th St
2018,OCEAN HILL APTS,NY005011620,361,99.0,11233,33 Saratoga Ave
2018,WYCKOFF GARDENS,NY005011630,1027,99.0,11238,487 Carlton Ave Apt
2018,GERALD J.CAREY GARDENS,NY005011660,1254,98.0,11224,2946 W 23rd St
2018,WILLIAM REID APTS,NY005011670,801,99.0,11203,728 E New York Ave
2018,LANGSTON HUGHES APTS,NY005011680,1027,99.0,11212,393 Powell St
2018,SETH LOW,NY005011690,975,97.0,11212,157 Belmont Ave
2018,SURFSIDE GARDENS,NY005011700,1506,98.0,11224,2926 W 25th St
2018,GRAVESEND,NY005011720,1330,98.0,11224,2950 W 35th St
2018,LEWIS H. LATIMER GARDENS,NY005011860,918,99.0,11354,3425 Linden Pl Apt
2018,PENNSYLVANIA/WORTMAN AVES,NY005011940,624,99.0,11207,875 Pennsylvania Ave
2018,FT INDEPENDENCE/HEATH AVE,NY005012020,575,99.0,10463,3340 Bailey Ave
2018,FHA REPOSSESSED HOUSES V,NY005012090,199,64.0,11208,305 Atkins Ave
2018,LOUIS ARMSTRONG I,NY005012100,617,98.0,11216,385 Lexington Ave
2018,STUYVESANT GARDENS I,NY005012210,479,99.0,11221,150 Malcolm X Blvd
2018,TWIN PARKS WEST SITES 1&2,NY005012270,769,59.0,10458,365 E 183rd St
2018,TAYLOR ST/WYTHE AVE,NY005012340,525,99.0,11249,626 Wythe Pl
2018,U.P.A.C.A. URA (SITE 5),NY005012410,705,98.0,10035,110 E 129th St Apt
2018,BORINQUEN PLAZA STAGE I,NY005012430,934,99.0,11206,60 Moore St
2018,HOPE GARDENS,NY005012470,1314,99.0,11221,330 Wilson Ave
2018,MARCUS GARVEY (GROUP A),NY005012520,520,98.0,11212,10 Amboy St
2018,PEDRO A. CAMPOS PLAZA II,NY005012570,224,100.0,10009,612 E 14th St
2018,UNITY PLAZA SITES 4-27,NY005012610,1015,99.0,11207,390 Georgia Ave
2018,ANDREW JACKSON,NY005012670,1711,97.0,10451,3135 Park Ave
2018,SACK-WERN HOUSES,NY005012800,812,99.0,10473,750 Croes Ave
2018,LOWER EAST SIDE II,NY005012920,475,98.0,10009,251 E 3rd St
2018,CLAREMONT GROUP IV,NY005013080,741,98.0,10456,1020 College Ave
2018,FT WASHINGTON AVE REHAB,NY005013090,593,99.0,10032,99 Fort Washington Ave
2018,TAFT REHAB 201-203 W. 117,NY005013170,341,86.0,10026,203 W 117th St
2018,UNIVERSITY AVE REHAB,NY005013410,414,100.0,10453,1925 University Ave
2018,UNION AVE/E 163RD SITE 5,NY005013420,912,98.0,10459,950 Union Ave
2018,HOWARD AVE/PARK PLACE,NY005013510,892,98.0,11233,2041 Pacific St Apt
2018,LOWER EAST SIDE III,NY005013590,182,98.0,10024,154 W 84th St
2018,WEST FARMS ROAD,NY005015300,830,97.0,10459,1317 W Farms Rd
2018,HIGHBRDGE REHAB/ANDERSON AVE,NY005015310,145,,10452,1144 Nelson Ave
2018,BOULEVARD,NY005020460,1017,95.0,11207,2156 Linden Blvd
2018,MARBLE HILL,NY005020490,1429,99.0,10463,5210 Broadway
2018,CASTLE HILL,NY005020800,1632,97.0,10473,535 Havemeyer Ave
2018,MANHATTANVILLE,NY005020810,1068,98.0,10027,1470 Amsterdam Ave
2018,MARLBORO,NY005020830,1432,98.0,11223,29 Avenue W
2018,BUSHWICK,NY005020860,1011,99.0,11206,869 Flushing Ave
2018,BAY VIEW,NY005020920,1269,99.0,11236,5995 Shore Pkwy
2018,SAINT MARY'S PARK,NY005020930,796,99.0,10455,595 Trinity Ave
2018,LINDEN,NY005020950,1231,88.0,11207,215 Cozine Ave
2018,RUTGERS,NY005020990,619,99.0,10002,160 Madison St
2018,DREW HAMILTON,NY005021110,933,99.0,10030,200 W 143rd St
2018,STAPLETON,NY005021140,564,97.0,10304,27 Warren St
2018,WISE TOWERS,NY005021270,302,94.0,10024,136 W 91st St
2018,WILLIAMS PLAZA,NY005021280,482,96.0,11211,255 Havemeyer St Apt
2018,CHELSEA,NY005021340,357,99.0,10001,415 W 25th St
2018,INDEPENDENCE,NY005021400,608,95.0,11249,130 Clymer St Apt
2018,344 EAST 28TH ST,NY005021850,158,95.0,10016,344 E 28th St
2018,AMSTERDAM ADDITION,NY005021870,149,99.0,10023,240 W 65th St
2018,FREDERICK SAMUEL (CITY),NY005023770,559,98.0,10030,2441 A C Powell Blvd
2018,1070 Washington Avenue,NY005024000,21,100.0,10456,1070 Washington Ave
2018,PROSPECT PLAZA PHASE II,NY005025001,42,,11233,396 Saratoga Ave
2018,MISSING,NY005026001,147,100.0,10026,234 W 114th St Apt 111
2018,MOXEY A RIGBY,NY023000001,100,100.0,11520,25 Buffalo Ave
2018,REV. MADDEN SR. CTZ. APTS,NY023000002,150,97.0,11520,240 S Main St
2018,DR E MITCHELL MALLETTE,NY023000003,100,99.0,11520,100 N Main St
2018,GREEN ACRES,NY046000002,120,97.0,11581,400 Flower Rd Apt 1A
2018,PARK GARDENS,NY046000003,170,93.0,11575,2 Babylon Tpke Apt 1
2018,INWOOD GARDENS,NY046000004,95,98.0,11096,82 Saint George Pl
2018,MEADOWBROOK GARDENS,NY046000005,158,99.0,11510,1810 Grand Ave Apt 1A
2018,MILL RIVER GARDENS,NY046000006,106,98.0,11572,2900 Rockaway Ave Apt 1A
2018,WESTOVER GARDENS,NY046000008,130,98.0,11003,132 Elmont Rd
2018,DOGWOOD TERRACE,NY046000009,104,99.0,11010,1170 Martha Pl Apt 1
2018,SALISBURY GDNS,NY046000011,100,99.0,11590,460 Salisbury Park Dr Apt 1A
2018,CHANNEL PARK HOMES,NY050001001,108,99.0,11561,500 Centre St
2018,SOL SCHER APTS,NY050002001,266,98.0,11561,225 W Park Ave
2018,DALY and KENNEDY HGTS HOME,NY069000001,209,93.0,11542,8 Mason Dr
2018,TOTTEN TOWERS,NY085000001,105,94.0,11550,20 Totten St
2018,GEN D MACARTHUR SR,NY085000002,176,95.0,11550,260 Clinton St
2018,ROCKVILLE MANOR,NY100000001,50,100.0,11570,579 Merrick Rd
2018,GREAT NECK SNR CZNS HSG,NY144000001,75,100.0,11023,700 Middle Neck Rd
2019,WILLIAMSBURG,NY005000020,1620,95.0,11206,125 Ten Eyck St
2019,RED HOOK I (EAST),NY005000040,1405,98.0,11231,624 Clinton St
2019,INGERSOLL,NY005000140,1702,99.0,11205,25 Monument Walk
2019,BROWNSVILLE,NY005000160,1322,98.0,11212,275 Blake Ave
2019,J.W. JOHNSON,NY005000170,1297,99.0,10029,1829 Lexington Ave
