year,name,hud_code,pha_entity,address,city,zip,latitude,longitude,total_units,pct_occupied,people_per_unit,people_total,pct_reported,months_since_report,pct_movein,months_from_movein,months_waiting,hh_income,rent_per_month,pct_lt30_median,pct_female_head,pct_female_head_child,pct_disabled_all,pct_age62plus,pct_minority,pct_black_nonhsp,pct_hispanic,pct_overhoused
2017,CASTLE HILL,NY005020800,NY New York NY005020800 CASTLE HILL,535 Havemeyer Ave,Bronx,10473,40.817957,,1708.0,94.0,2.4,3747.0,99.0,6.0,1.0,264.0,,20958.0,497.0,71.0,80.0,29.0,25.0,39.0,99.0,35.0,63.0,38.0
2017,MANHATTANVILLE,NY005020810,NY New York NY005020810 MANHATTANVILLE,1430 Amsterdam Ave,New York,10027,40.816486,,1082.0,97.0,2.3,2330.0,97.0,6.0,4.0,288.0,,25125.0,575.0,64.0,75.0,26.0,22.0,39.0,98.0,47.0,49.0,34.0
2017,MARLBORO,NY005020830,NY New York NY005020830 MARLBORO,29 Avenue W,Brooklyn,11223,40.591368,,1477.0,96.0,2.3,3252.0,99.0,6.0,1.0,249.0,,24472.0,561.0,64.0,73.0,22.0,23.0,44.0,92.0,38.0,33.0,34.0
2017,BUSHWICK,NY005020860,NY New York NY005020860 BUSHWICK,24 Humboldt St,Brooklyn,11206,40.701813,,1038.0,97.0,2.3,2248.0,99.0,6.0,3.0,268.0,,22119.0,519.0,67.0,79.0,29.0,30.0,42.0,99.0,37.0,61.0,34.0
2017,BAY VIEW,NY005020920,NY New York NY005020920 BAY VIEW,5995 Shore Pkwy,Brooklyn,11236,40.631688,,1303.0,97.0,2.1,2606.0,98.0,6.0,3.0,229.0,,24125.0,541.0,63.0,79.0,28.0,24.0,34.0,88.0,67.0,20.0,37.0
2017,SAINT MARY'S PARK,NY005020930,NY New York NY005020930 SAINT MARY'S PARK,550 Cauldwell Ave,Bronx,10455,40.814739,,821.0,96.0,2.2,1694.0,98.0,6.0,3.0,264.0,,22960.0,525.0,66.0,79.0,32.0,19.0,35.0,95.0,41.0,54.0,33.0
2017,LINDEN,NY005020950,NY New York NY005020950 LINDEN,215 Cozine Ave,Brooklyn,11207,40.655643,,1231.0,91.0,2.1,2379.0,99.0,6.0,,291.0,,27727.0,626.0,54.0,81.0,25.0,19.0,38.0,99.0,76.0,22.0,36.0
2017,RUTGERS,NY005020990,NY New York NY005020990 RUTGERS,160 Madison St,New York,10002,40.712388,,630.0,98.0,2.1,1300.0,100.0,4.0,4.0,309.0,,27310.0,548.0,71.0,58.0,12.0,22.0,62.0,89.0,12.0,24.0,35.0
2017,DREW HAMILTON,NY005021110,NY New York NY005021110 DREW HAMILTON,200 W 143rd St,New York,10030,40.820661,,972.0,95.0,2.4,2170.0,99.0,7.0,4.0,241.0,,22515.0,529.0,67.0,72.0,28.0,24.0,35.0,98.0,68.0,28.0,24.0
2017,STAPLETON,NY005021140,NY New York NY005021140 STAPLETON,27 Warren St,Staten Island,10304,40.622045,,599.0,93.0,3.1,1665.0,97.0,6.0,4.0,145.0,,22595.0,538.0,70.0,83.0,49.0,19.0,21.0,94.0,52.0,40.0,11.0
2017,BAYCHESTER,NY005021260,NY New York NY005021260 BAYCHESTER,1870 Schieffelin Ave,Bronx,10466,40.883202,,291.0,52.0,1.8,252.0,90.0,4.0,,272.0,,29128.0,599.0,60.0,71.0,23.0,26.0,39.0,100.0,62.0,38.0,28.0
2017,WISE TOWERS,NY005021270,NY New York NY005021270 WISE TOWERS,136 W 91st St,New York,10024,40.790175,,302.0,98.0,1.8,516.0,97.0,8.0,,353.0,,28376.0,586.0,58.0,74.0,14.0,26.0,52.0,91.0,31.0,57.0,34.0
2017,WILLIAMS PLAZA,NY005021280,NY New York NY005021280 WILLIAMS PLAZA,255 Havemeyer St Apt,Brooklyn,11211,40.708735,,482.0,99.0,2.2,1070.0,100.0,5.0,,361.0,,20822.0,470.0,75.0,57.0,15.0,23.0,56.0,49.0,14.0,34.0,35.0
2017,MURPHY,NY005021330,NY New York NY005021330 MURPHY,1805 Crotona Ave,Bronx,10457,40.842972,,165.0,76.0,2.5,309.0,99.0,4.0,,274.0,,23236.0,521.0,68.0,88.0,37.0,23.0,41.0,99.0,36.0,63.0,27.0
2017,CHELSEA,NY005021340,NY New York NY005021340 CHELSEA,415 W 25th St,New York,10001,40.748594,,367.0,96.0,2.0,694.0,97.0,7.0,3.0,274.0,,28096.0,608.0,60.0,70.0,19.0,23.0,49.0,90.0,24.0,54.0,31.0
2017,INDEPENDENCE,NY005021400,NY New York NY005021400 INDEPENDENCE,130 Clymer St Apt,Brooklyn,11249,40.705907,,608.0,99.0,2.3,1362.0,97.0,4.0,,343.0,,21685.0,478.0,74.0,65.0,20.0,21.0,46.0,60.0,23.0,37.0,30.0
2017,344 EAST 28TH ST,NY005021850,NY New York NY005021850 344 EAST 28TH ST,344 E 28th St,New York,10016,40.740206,,158.0,99.0,1.9,290.0,97.0,3.0,,333.0,,25654.0,551.0,67.0,72.0,18.0,23.0,52.0,93.0,24.0,50.0,31.0
2017,AMSTERDAM ADDITION,NY005021870,NY New York NY005021870 AMSTERDAM ADDITION,240 W 65th St,New York,10023,40.774677,,152.0,96.0,1.9,281.0,99.0,7.0,4.0,288.0,,25559.0,567.0,62.0,66.0,19.0,27.0,62.0,88.0,26.0,54.0,26.0
2017,FREDERICK SAMUEL (CITY),NY005023770,NY New York NY005023770 FREDERICK SAMUEL (CITY),2441 A C Powell Blvd,New York,10030,40.819872,,576.0,96.0,2.1,1167.0,99.0,6.0,2.0,196.0,,33942.0,729.0,44.0,77.0,29.0,8.0,25.0,98.0,67.0,29.0,18.0
2017,PROSPECT PLAZA PHASE I,NY005025000,NY New York NY005025000 PROSPECT PLAZA PHASE I,1765 Prospect Pl,Brooklyn,11233,40.672728,,38.0,100.0,2.3,63.0,74.0,17.0,,17.0,61.0,24313.0,589.0,46.0,82.0,43.0,8.0,25.0,96.0,54.0,43.0,7.0
2017,PROSPECT PLAZA PHASE II,NY005025001,NY New York NY005025001 PROSPECT PLAZA PHASE II,396 Saratoga Ave,Brooklyn,11233,40.672201,,42.0,98.0,2.7,109.0,100.0,10.0,76.0,10.0,55.0,28710.0,692.0,34.0,95.0,78.0,1.0,7.0,100.0,61.0,39.0,2.0
2017,MISSING,NY005026001,NY New York NY005026001 MISSING,234 W 114th St Apt 111,New York,10026,40.802455,,147.0,100.0,1.9,188.0,66.0,11.0,,20.0,7.0,21616.0,524.0,59.0,80.0,40.0,12.0,33.0,96.0,66.0,25.0,
2017,MOXEY A RIGBY,NY023000001,NY New York NY023000001 MOXEY A RIGBY,25 Buffalo Ave,Freeport,11520,40.653827,,100.0,99.0,2.6,258.0,100.0,6.0,7.0,227.0,96.0,27005.0,642.0,59.0,81.0,36.0,14.0,35.0,97.0,65.0,32.0,22.0
2017,REV. MADDEN SR. CTZ. APTS,NY023000002,NY New York NY023000002 REV. MADDEN SR. CTZ. APTS,240 S Main St,Freeport,11520,40.652276,,150.0,99.0,1.3,192.0,99.0,6.0,5.0,146.0,92.0,13853.0,321.0,94.0,56.0,,40.0,90.0,92.0,30.0,62.0,1.0
2017,DR E MITCHELL MALLETTE,NY023000003,NY New York NY023000003 DR E MITCHELL MALLETTE,100 N Main St,Freeport,11520,40.660889,,100.0,99.0,1.3,126.0,100.0,6.0,6.0,107.0,75.0,14299.0,331.0,93.0,57.0,,35.0,87.0,95.0,28.0,67.0,
2017,GREEN ACRES,NY046000002,NY New York NY046000002 GREEN ACRES,400 Flower Rd Apt 1A,Valley Stream,11581,40.659755,,120.0,98.0,1.2,144.0,100.0,7.0,9.0,113.0,40.0,18922.0,410.0,79.0,68.0,,28.0,94.0,44.0,29.0,7.0,1.0
2017,PARK GARDENS,NY046000003,NY New York NY046000003 PARK GARDENS,2 Babylon Tpke Apt 1,Roosevelt,11575,40.678266,,170.0,96.0,1.1,184.0,100.0,3.0,5.0,113.0,73.0,18816.0,453.0,74.0,62.0,,37.0,92.0,83.0,76.0,6.0,
2017,INWOOD GARDENS,NY046000004,NY New York NY046000004 INWOOD GARDENS,82 Saint George Pl,Inwood,11096,40.612961,,95.0,96.0,2.1,190.0,100.0,10.0,5.0,225.0,101.0,23965.0,563.0,65.0,86.0,30.0,23.0,51.0,98.0,90.0,8.0,21.0
2017,MEADOWBROOK GARDENS,NY046000005,NY New York NY046000005 MEADOWBROOK GARDENS,1810 Grand Ave Apt 1A,North Baldwin,11510,40.666442,,158.0,96.0,1.1,169.0,99.0,10.0,4.0,85.0,69.0,18468.0,416.0,77.0,70.0,,32.0,91.0,53.0,41.0,10.0,
2017,MILL RIVER GARDENS,NY046000006,NY New York NY046000006 MILL RIVER GARDENS,2900 Rockaway Ave Apt 1A,Oceanside,11572,40.643864,,106.0,96.0,1.1,113.0,100.0,3.0,9.0,103.0,41.0,20264.0,436.0,72.0,69.0,,28.0,95.0,16.0,3.0,12.0,
2017,WESTOVER GARDENS,NY046000008,NY New York NY046000008 WESTOVER GARDENS,132 Elmont Rd,Elmont,11003,40.70663,,130.0,98.0,1.1,141.0,100.0,6.0,9.0,107.0,25.0,16047.0,369.0,81.0,71.0,,28.0,92.0,73.0,52.0,15.0,
2017,DOGWOOD TERRACE,NY046000009,NY New York NY046000009 DOGWOOD TERRACE,1170 Martha Pl Apt 1,Franklin Square,11010,40.69564,,104.0,96.0,1.2,118.0,100.0,2.0,11.0,95.0,60.0,17862.0,398.0,83.0,75.0,,30.0,95.0,19.0,7.0,6.0,
2017,SALISBURY GDNS,NY046000011,NY New York NY046000011 SALISBURY GDNS,460 Salisbury Park Dr Apt 1A,Westbury,11590,40.738797,,100.0,98.0,1.2,114.0,100.0,5.0,9.0,115.0,21.0,22925.0,486.0,59.0,78.0,,15.0,95.0,14.0,2.0,7.0,
2017,CHANNEL PARK HOMES,NY050001001,NY New York NY050001001 CHANNEL PARK HOMES,500 Centre St,Long Beach,11561,40.590058,,108.0,99.0,2.8,295.0,97.0,9.0,1.0,272.0,108.0,32173.0,827.0,60.0,82.0,41.0,11.0,27.0,99.0,81.0,18.0,38.0
2017,SOL SCHER APTS,NY050002001,NY New York NY050002001 SOL SCHER APTS,225 W Park Ave,Long Beach,11561,40.588768,,266.0,97.0,1.1,283.0,99.0,5.0,7.0,109.0,106.0,15263.0,388.0,84.0,68.0,,23.0,93.0,51.0,15.0,30.0,
2017,DALY and KENNEDY HGTS HOME,NY069000001,NY New York NY069000001 DALY and KENNEDY HGTS HOME,8 Mason Dr,Glen Cove,11542,40.855,,209.0,95.0,2.6,424.0,83.0,8.0,9.0,136.0,46.0,27397.0,667.0,61.0,78.0,36.0,10.0,34.0,87.0,23.0,63.0,9.0
2017,TOTTEN TOWERS,NY085000001,NY New York NY085000001 TOTTEN TOWERS,20 Totten St,Hempstead,11550,40.701188,,105.0,93.0,1.4,142.0,100.0,7.0,8.0,160.0,37.0,18500.0,450.0,82.0,69.0,11.0,42.0,61.0,99.0,87.0,11.0,5.0
2017,GEN D MACARTHUR SR,NY085000002,NY New York NY085000002 GEN D MACARTHUR SR,260 Clinton St,Hempstead,11550,40.713877,,176.0,96.0,1.3,214.0,100.0,7.0,9.0,122.0,34.0,16068.0,383.0,83.0,69.0,7.0,46.0,59.0,96.0,89.0,7.0,4.0
2017,ROCKVILLE MANOR,NY100000001,NY New York NY100000001 ROCKVILLE MANOR,579 Merrick Rd,Rockville Centre,11570,40.65425,,50.0,98.0,1.2,57.0,96.0,3.0,11.0,103.0,66.0,17007.0,376.0,81.0,45.0,,33.0,85.0,70.0,28.0,36.0,
2017,GREAT NECK SNR CZNS HSG,NY144000001,NY New York NY144000001 GREAT NECK SNR CZNS HSG,700 Middle Neck Rd,Great Neck,11023,40.805102,,75.0,100.0,1.2,85.0,96.0,9.0,7.0,110.0,62.0,16475.0,371.0,85.0,67.0,,19.0,92.0,42.0,14.0,19.0,
2018,WILLIAMSBURG,NY005000020,NY New York NY005000020 WILLIAMSBURG,125 Ten Eyck St,Brooklyn,11206,40.710167,,1620.0,98.0,1.9,2953.0,98.0,7.0,2.0,223.0,,23294.0,517.0,70.0,79.0,24.0,28.0,47.0,26.0,20.0,3.0,18.0
2018,RED HOOK I (EAST),NY005000040,NY New York NY005000040 RED HOOK I (EAST),624 Clinton St,Brooklyn,11231,40.673897,,1405.0,97.0,2.1,2513.0,89.0,7.0,4.0,208.0,,22463.0,528.0,68.0,79.0,30.0,22.0,37.0,42.0,33.0,3.0,17.0
2018,INGERSOLL,NY005000140,NY New York NY005000140 INGERSOLL,25 Monument Walk,Brooklyn,11205,40.694919,,1803.0,93.0,2.5,4052.0,97.0,6.0,4.0,189.0,,24436.0,582.0,68.0,73.0,32.0,18.0,31.0,82.0,61.0,2.0,29.0
2018,BROWNSVILLE,NY005000160,NY New York NY005000160 BROWNSVILLE,275 Blake Ave,Brooklyn,11212,40.66579,,1322.0,99.0,2.4,3107.0,99.0,7.0,3.0,235.0,,22100.0,528.0,72.0,82.0,36.0,20.0,28.0,57.0,54.0,2.0,32.0
2018,J.W. JOHNSON,NY005000170,NY New York NY005000170 J.W. JOHNSON,1829 Lexington Ave,New York,10029,40.796518,,1297.0,99.0,2.4,3024.0,98.0,5.0,2.0,243.0,,25006.0,577.0,67.0,79.0,31.0,24.0,39.0,37.0,27.0,5.0,31.0
2018,LINCOLN,NY005000200,NY New York NY005000200 LINCOLN,60 E 135th St,New York,10037,40.811834,,1281.0,98.0,2.3,2722.0,92.0,7.0,2.0,211.0,,22160.0,524.0,73.0,83.0,34.0,21.0,30.0,49.0,45.0,2.0,36.0
2018,MARCY,NY005000210,NY New York NY005000210 MARCY,542 Marcy Ave,Brooklyn,11206,40.696552,,1706.0,99.0,2.4,3991.0,97.0,5.0,2.0,264.0,,24140.0,567.0,69.0,84.0,32.0,24.0,34.0,41.0,33.0,5.0,35.0
2018,WALD,NY005000230,NY New York NY005000230 WALD,30 Avenue D,New York,10009,40.721251,,1859.0,99.0,2.2,3963.0,100.0,6.0,2.0,282.0,,24919.0,564.0,69.0,70.0,22.0,27.0,44.0,32.0,17.0,3.0,39.0
2018,LESTER W. PATTERSON,NY005000240,NY New York NY005000240 LESTER W. PATTERSON,281 E 143rd St,Bronx,10451,40.814744,,1787.0,99.0,2.4,4172.0,99.0,6.0,3.0,246.0,,21186.0,517.0,75.0,84.0,36.0,27.0,33.0,37.0,24.0,12.0,35.0
2018,GOWANUS,NY005000250,NY New York NY005000250 GOWANUS,417 Baltic St,Brooklyn,11217,40.683627,,1134.0,99.0,2.4,2638.0,99.0,6.0,2.0,282.0,,24239.0,558.0,67.0,80.0,30.0,25.0,38.0,43.0,36.0,1.0,34.0
2018,GOVERNOR SMITH,NY005000270,NY New York NY005000270 GOVERNOR SMITH,180 South St,New York,10038,40.708873,,1931.0,99.0,2.2,4041.0,98.0,5.0,3.0,297.0,,24794.0,553.0,71.0,65.0,17.0,30.0,54.0,52.0,16.0,4.0,35.0
2018,FARRAGUT,NY005000290,NY New York NY005000290 FARRAGUT,237 Nassau St,Brooklyn,11201,40.698484,,1389.0,100.0,2.3,3150.0,99.0,7.0,3.0,267.0,,22633.0,531.0,72.0,78.0,28.0,20.0,36.0,49.0,39.0,2.0,33.0
2018,WOODSIDE,NY005000330,NY New York NY005000330 WOODSIDE,5030 Broadway,Queens,11377,40.754536,,1356.0,99.0,2.1,2784.0,98.0,6.0,3.0,295.0,,26735.0,598.0,65.0,75.0,25.0,25.0,44.0,33.0,24.0,1.0,39.0
2018,RALPH J. RANGEL,NY005000370,NY New York NY005000370 RALPH J. RANGEL,159-44 Harlem River Dr,New York,10039,40.8247,,983.0,97.0,2.3,2120.0,98.0,6.0,2.0,252.0,,24625.0,573.0,65.0,81.0,33.0,16.0,32.0,43.0,39.0,2.0,30.0
2018,ST NICHOLAS,NY005000380,NY New York NY005000380 ST NICHOLAS,230 W 129th St,New York,10027,40.811546,,1522.0,98.0,2.3,3422.0,100.0,6.0,2.0,269.0,,22696.0,532.0,71.0,79.0,34.0,24.0,34.0,47.0,44.0,1.0,31.0
2018,DYCKMAN,NY005000410,NY New York NY005000410 DYCKMAN,3716 10th Ave,New York,10034,40.859781,,1167.0,99.0,2.0,2189.0,97.0,5.0,3.0,254.0,,24225.0,551.0,68.0,79.0,25.0,32.0,45.0,30.0,25.0,4.0,31.0
2018,GLENWOOD,NY005000440,NY New York NY005000440 GLENWOOD,937 E 56th St,Brooklyn,11234,40.633566,,1187.0,99.0,2.1,2462.0,99.0,6.0,3.0,197.0,,26582.0,603.0,62.0,84.0,36.0,23.0,29.0,60.0,57.0,1.0,21.0
2018,GEN. CHARLES W. BERRY,NY005000520,NY New York NY005000520 GEN. CHARLES W. BERRY,1754 Richmond Rd,Staten Island,10306,40.587441,,1008.0,98.0,2.0,1917.0,99.0,7.0,4.0,181.0,,24132.0,546.0,67.0,81.0,31.0,22.0,33.0,38.0,34.0,3.0,23.0
2018,POMONOK,NY005000530,NY New York NY005000530 POMONOK,6733 Kissena Blvd,Queens,11367,40.735319,,2069.0,99.0,2.0,4046.0,97.0,5.0,4.0,200.0,,26543.0,572.0,66.0,81.0,30.0,24.0,37.0,47.0,37.0,4.0,21.0
2018,REDFERN,NY005000550,NY New York NY005000550 REDFERN,1302 Redfern Ave,Queens,11691,40.610589,,603.0,97.0,2.6,1348.0,88.0,5.0,7.0,198.0,,21899.0,526.0,74.0,85.0,45.0,26.0,24.0,57.0,50.0,4.0,29.0
2018,BREUKELEN,NY005000560,NY New York NY005000560 BREUKELEN,757 E 103rd St,Brooklyn,11236,40.647574,,1594.0,99.0,2.2,2919.0,85.0,8.0,3.0,253.0,,25112.0,568.0,65.0,85.0,33.0,20.0,33.0,65.0,61.0,3.0,36.0
2018,EDENWALD,NY005000570,NY New York NY005000570 EDENWALD,1151 E 229th St,Bronx,10466,40.886521,,2033.0,99.0,2.4,4572.0,95.0,6.0,5.0,230.0,,24039.0,573.0,69.0,84.0,39.0,19.0,28.0,49.0,37.0,10.0,34.0
2018,CARVER,NY005000580,NY New York NY005000580 CARVER,65 E 99th St,New York,10029,40.788769,,1246.0,98.0,2.1,2531.0,98.0,6.0,4.0,276.0,,26011.0,594.0,65.0,76.0,26.0,29.0,39.0,32.0,24.0,4.0,38.0
2018,FOREST,NY005000590,NY New York NY005000590 FOREST,750 E 163rd St,Bronx,10456,40.822652,,2031.0,99.0,2.2,4402.0,98.0,7.0,2.0,241.0,,21932.0,525.0,72.0,82.0,32.0,24.0,36.0,36.0,32.0,3.0,33.0
2018,VAN DYKE I,NY005000610,NY New York NY005000610 VAN DYKE I,414 Sutter Ave,Brooklyn,11212,40.667951,,1598.0,99.0,2.4,3834.0,100.0,6.0,2.0,214.0,,22742.0,544.0,70.0,85.0,41.0,21.0,23.0,57.0,54.0,2.0,26.0
2018,BREVOORT,NY005000650,NY New York NY005000650 BREVOORT,1839 Fulton St,Brooklyn,11233,40.679268,,894.0,99.0,2.1,1827.0,96.0,7.0,2.0,284.0,,24893.0,578.0,64.0,81.0,33.0,15.0,34.0,64.0,60.0,2.0,36.0
2018,COOPER PARK,NY005000690,NY New York NY005000690 COOPER PARK,401 Morgan Ave,Brooklyn,11211,40.717712,,699.0,99.0,2.2,1528.0,99.0,7.0,3.0,271.0,,23817.0,543.0,70.0,84.0,30.0,25.0,38.0,33.0,30.0,2.0,33.0
2018,SOUNDVIEW,NY005000710,NY New York NY005000710 SOUNDVIEW,1704 Seward Ave,Bronx,10473,40.818555,,1258.0,99.0,2.3,2842.0,98.0,6.0,3.0,232.0,,20931.0,502.0,74.0,80.0,32.0,28.0,32.0,36.0,30.0,4.0,33.0
2018,HOWARD,NY005000720,NY New York NY005000720 HOWARD,275 Livonia Ave,Brooklyn,11212,40.663059,,1812.0,98.0,2.5,4342.0,99.0,6.0,4.0,214.0,,21043.0,501.0,75.0,84.0,42.0,20.0,27.0,60.0,56.0,3.0,25.0
2018,MARINERS HARBOR,NY005000770,NY New York NY005000770 MARINERS HARBOR,20 Roxbury St,Staten Island,10303,40.633355,,606.0,99.0,2.5,1476.0,98.0,6.0,5.0,175.0,,20920.0,493.0,75.0,85.0,47.0,24.0,18.0,49.0,46.0,2.0,25.0
2018,HIGHBRIDGE GARDENS,NY005000780,NY New York NY005000780 HIGHBRIDGE GARDENS,1075 University Ave,Bronx,10452,40.835959,,699.0,98.0,2.3,1578.0,99.0,6.0,3.0,229.0,,23124.0,523.0,73.0,84.0,33.0,20.0,35.0,39.0,32.0,6.0,30.0
2018,RED HOOK II,NY005000790,NY New York NY005000790 RED HOOK II,82 Dwight St,Brooklyn,11231,40.676398,,1460.0,98.0,2.2,3043.0,96.0,7.0,3.0,207.0,,23058.0,537.0,69.0,79.0,35.0,25.0,30.0,42.0,34.0,4.0,18.0
2018,GENERAL GRANT,NY005000870,NY New York NY005000870 GENERAL GRANT,3170 Broadway,New York,10027,40.814883,,1940.0,98.0,2.2,4183.0,98.0,5.0,2.0,284.0,,24861.0,570.0,67.0,79.0,28.0,27.0,40.0,38.0,33.0,2.0,35.0
2018,JAMES MONROE,NY005000880,NY New York NY005000880 JAMES MONROE,1785 Story Ave,Bronx,10473,40.823548,,1101.0,99.0,2.5,2673.0,100.0,6.0,4.0,227.0,,22509.0,532.0,72.0,82.0,36.0,24.0,34.0,35.0,30.0,3.0,32.0
2018,LOUIS HEATON PINK,NY005000890,NY New York NY005000890 LOUIS HEATON PINK,1209 Loring Ave,Brooklyn,11208,40.667158,,1500.0,99.0,2.5,3573.0,98.0,6.0,4.0,212.0,,24082.0,559.0,69.0,82.0,39.0,24.0,29.0,56.0,50.0,4.0,27.0
2018,HERBERT H. LEHMAN VILLAGE,NY005001010,NY New York NY005001010 HERBERT H. LEHMAN VILLAGE,80 E 110th St,New York,10029,40.79566,,617.0,100.0,2.4,1473.0,100.0,6.0,4.0,233.0,,24939.0,557.0,70.0,75.0,28.0,12.0,37.0,36.0,29.0,3.0,26.0
2018,BUTLER,NY005001130,NY New York NY005001130 BUTLER,1348 Webster Ave,Bronx,10456,40.835077,,1476.0,99.0,2.9,4141.0,97.0,6.0,5.0,195.0,,21084.0,514.0,76.0,77.0,38.0,17.0,27.0,45.0,35.0,10.0,23.0
2018,JOHN ADAMS,NY005001180,NY New York NY005001180 JOHN ADAMS,680 Tinton Ave,Bronx,10455,40.816568,,925.0,100.0,2.5,2257.0,98.0,7.0,2.0,203.0,,20883.0,502.0,75.0,81.0,36.0,22.0,34.0,33.0,26.0,5.0,23.0
2018,MOTT HAVEN,NY005001210,NY New York NY005001210 MOTT HAVEN,383 E 141st St Apt,Bronx,10454,40.811475,,992.0,99.0,2.6,2518.0,99.0,6.0,4.0,217.0,,22395.0,533.0,72.0,79.0,41.0,20.0,31.0,35.0,31.0,4.0,22.0
2018,LAFAYETTE,NY005001220,NY New York NY005001220 LAFAYETTE,456 Dekalb Ave,Brooklyn,11205,40.690319,,880.0,100.0,2.8,2361.0,98.0,7.0,4.0,232.0,,28277.0,624.0,63.0,80.0,37.0,21.0,32.0,57.0,53.0,2.0,28.0
2018,DE WITT CLINTON,NY005001230,NY New York NY005001230 DE WITT CLINTON,1760 Lexington Ave,New York,10029,40.794331,,748.0,98.0,2.3,1694.0,100.0,6.0,3.0,243.0,,22469.0,531.0,72.0,74.0,29.0,16.0,42.0,38.0,27.0,3.0,28.0
2018,ROBERT FULTON,NY005001360,NY New York NY005001360 ROBERT FULTON,418 W 17th St,New York,10011,40.742983,,944.0,99.0,2.3,2114.0,99.0,6.0,3.0,243.0,,33527.0,686.0,60.0,68.0,23.0,28.0,42.0,35.0,21.0,2.0,20.0
2018,POLO GROUNDS TOWERS,NY005001490,NY New York NY005001490 POLO GROUNDS TOWERS,2931 8th Ave,New York,10039,40.83067,,1614.0,98.0,2.5,3812.0,97.0,6.0,4.0,229.0,,23815.0,547.0,71.0,78.0,35.0,20.0,33.0,47.0,38.0,5.0,28.0
2018,BCH.41 ST/BCH. CHANNEL DR,NY005001650,NY New York NY005001650 BCH.41 ST/BCH. CHANNEL DR,438 Beach 40th St,Queens,11691,40.596336,,712.0,97.0,2.3,1309.0,84.0,6.0,3.0,176.0,,20964.0,497.0,73.0,79.0,40.0,28.0,27.0,62.0,54.0,6.0,17.0
2018,WHITMAN,NY005005140,NY New York NY005005140 WHITMAN,117 N Oxford Walk,Brooklyn,11205,40.694668,,1631.0,99.0,2.4,3718.0,97.0,6.0,4.0,198.0,,24660.0,565.0,68.0,75.0,35.0,19.0,31.0,57.0,48.0,2.0,28.0
2018,HARLEM RIVER,NY005010030,NY New York NY005010030 HARLEM RIVER,1945 Amsterdam Ave,New York,10032,40.832448,,1261.0,98.0,1.8,2186.0,96.0,5.0,4.0,164.0,,20881.0,489.0,73.0,71.0,24.0,33.0,52.0,49.0,37.0,9.0,12.0
2018,VLADECK,NY005010060,NY New York NY005010060 VLADECK,622 Water St,New York,10002,40.711488,,1762.0,99.0,2.0,3353.0,98.0,6.0,3.0,204.0,,23319.0,524.0,71.0,67.0,20.0,30.0,46.0,39.0,15.0,2.0,20.0
2018,SOUTH JAMAICA II,NY005010080,NY New York NY005010080 SOUTH JAMAICA II,10616 159th St,Queens,11433,40.69607,,1038.0,97.0,2.3,2264.0,99.0,5.0,6.0,204.0,,24505.0,566.0,67.0,84.0,40.0,25.0,26.0,62.0,55.0,4.0,22.0
2018,EAST RIVER,NY005010090,NY New York NY005010090 EAST RIVER,2029 2nd Ave,New York,10029,40.789603,,2072.0,98.0,2.2,4278.0,96.0,5.0,3.0,212.0,,22513.0,513.0,74.0,73.0,27.0,34.0,43.0,42.0,27.0,6.0,22.0
2018,KINGSBOROUGH,NY005010100,NY New York NY005010100 KINGSBOROUGH,447 Kingsborough 4th Walk,Brooklyn,11233,40.675565,,1336.0,97.0,2.0,2574.0,99.0,7.0,6.0,171.0,,20460.0,485.0,74.0,80.0,35.0,21.0,34.0,64.0,59.0,3.0,12.0
2018,WEST BRIGHTON I & II,NY005010130,NY New York NY005010130 WEST BRIGHTON I & II,820 Henderson Ave,Staten Island,10310,40.636479,,632.0,89.0,2.6,1438.0,99.0,5.0,5.0,140.0,,21652.0,515.0,74.0,81.0,42.0,24.0,29.0,44.0,38.0,3.0,19.0
2018,JACOB RIIS,NY005010180,NY New York NY005010180 JACOB RIIS,1141 FDR Dr,New York,10009,40.724016,,1762.0,98.0,2.3,3939.0,99.0,7.0,3.0,295.0,,26429.0,587.0,67.0,76.0,27.0,23.0,44.0,33.0,16.0,4.0,37.0
2018,AMSTERDAM,NY005010220,NY New York NY005010220 AMSTERDAM,530 W 55th St,New York,10019,40.768196,,1457.0,99.0,2.0,2877.0,99.0,6.0,3.0,302.0,,24203.0,541.0,69.0,73.0,21.0,29.0,52.0,44.0,31.0,3.0,36.0
2018,MELROSE,NY005010280,NY New York NY005010280 MELROSE,321 E 153rd St,Bronx,10451,40.820122,,1242.0,99.0,2.3,2709.0,97.0,7.0,3.0,239.0,,20512.0,487.0,76.0,79.0,29.0,21.0,41.0,34.0,26.0,7.0,33.0
2018,KING TOWERS,NY005010300,NY New York NY005010300 KING TOWERS,1370 5th Ave,New York,10026,40.799003,,1417.0,98.0,2.2,3024.0,98.0,6.0,3.0,288.0,,24858.0,571.0,68.0,78.0,30.0,27.0,36.0,52.0,43.0,5.0,36.0
2018,ALBANY I & II,NY005010310,NY New York NY005010310 ALBANY I & II,1191 Park Pl,Brooklyn,11213,40.672928,,1476.0,99.0,2.5,3321.0,93.0,6.0,3.0,226.0,,24217.0,574.0,68.0,82.0,36.0,22.0,30.0,54.0,49.0,2.0,28.0
